plot,habitat,site,treatment,spec,species,genus,family,group,hits,cover
X4SF,ridge,4,snowfence,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
X4C,ridge,4,control,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
X5SF,ridge,5,snowfence,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
X5C,ridge,5,control,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
D1SF,meadow,1,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,13,2.947845804988662
D1C,meadow,1,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,17,3.8548752834467117
D2SF,meadow,2,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,0,0
D2C,meadow,2,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,6,1.3605442176870748
D3SF,meadow,3,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,4,0.9070294784580499
D3C,meadow,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,0,0
D4SF,meadow,4,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,1,0.22675736961451248
D4C,meadow,4,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,1,0.22675736961451248
D5SF,meadow,5,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,56,12.698412698412698
D5C,meadow,5,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,0,0
E1SF,heath,1,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,0,0
E1C,heath,1,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,0,0
E2SF,heath,2,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,21,4.761904761904762
E2C,heath,2,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,5,1.1337868480725624
E3SF,heath,3,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,0,0
E3C,heath,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,1,0.22675736961451248
E4SF,heath,4,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,27,6.122448979591836
E4C,heath,4,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,0,0
E5SF,heath,5,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,38,8.616780045351474
E5C,heath,5,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,0,0
X1SF,ridge,1,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,0,0
X1C,ridge,1,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,0,0
X2SF,ridge,2,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,0,0
X2C,ridge,2,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,0,0
X3SF,ridge,3,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,0,0
X3C,ridge,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,0,0
X4SF,ridge,4,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,0,0
X4C,ridge,4,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,0,0
X5SF,ridge,5,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,0,0
X5C,ridge,5,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,0,0
D1SF,meadow,1,snowfence,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
D1C,meadow,1,control,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
D2SF,meadow,2,snowfence,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
D2C,meadow,2,control,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
D3SF,meadow,3,snowfence,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
D3C,meadow,3,control,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
D4SF,meadow,4,snowfence,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
D4C,meadow,4,control,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
D5SF,meadow,5,snowfence,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
D5C,meadow,5,control,Salret,Salix reticulata,Salix,Salicaceae,dS,2,0.45351473922902497
E1SF,heath,1,snowfence,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
E1C,heath,1,control,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
E2SF,heath,2,snowfence,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
E2C,heath,2,control,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
E3SF,heath,3,snowfence,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
E3C,heath,3,control,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
E4SF,heath,4,snowfence,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
E4C,heath,4,control,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
E5SF,heath,5,snowfence,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
E5C,heath,5,control,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
X1SF,ridge,1,snowfence,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
X1C,ridge,1,control,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
X2SF,ridge,2,snowfence,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
X2C,ridge,2,control,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
X3SF,ridge,3,snowfence,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
X3C,ridge,3,control,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
X4SF,ridge,4,snowfence,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
X4C,ridge,4,control,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
X5SF,ridge,5,snowfence,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
X5C,ridge,5,control,Salret,Salix reticulata,Salix,Salicaceae,dS,0,0
D1SF,meadow,1,snowfence,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
D1C,meadow,1,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
D2SF,meadow,2,snowfence,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
D2C,meadow,2,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
D3SF,meadow,3,snowfence,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
D3C,meadow,3,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
D4SF,meadow,4,snowfence,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
D4C,meadow,4,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
D5SF,meadow,5,snowfence,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
D5C,meadow,5,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,5,1.1337868480725624
E1SF,heath,1,snowfence,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,5,1.1337868480725624
E1C,heath,1,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
E2SF,heath,2,snowfence,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
E2C,heath,2,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
E3SF,heath,3,snowfence,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
E3C,heath,3,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
E4SF,heath,4,snowfence,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
E4C,heath,4,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
E5SF,heath,5,snowfence,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
E5C,heath,5,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
X1SF,ridge,1,snowfence,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
X1C,ridge,1,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
X2SF,ridge,2,snowfence,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
X2C,ridge,2,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
X3SF,ridge,3,snowfence,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
X3C,ridge,3,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
X4SF,ridge,4,snowfence,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
X4C,ridge,4,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
X5SF,ridge,5,snowfence,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
X5C,ridge,5,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,0,0
D1SF,meadow,1,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,6,1.3605442176870748
D1C,meadow,1,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
D2SF,meadow,2,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,13,2.947845804988662
D2C,meadow,2,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
D3SF,meadow,3,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
D3C,meadow,3,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
D4SF,meadow,4,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
D4C,meadow,4,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
D5SF,meadow,5,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,3,0.6802721088435374
D5C,meadow,5,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,3,0.6802721088435374
E1SF,heath,1,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
E1C,heath,1,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
E2SF,heath,2,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
E2C,heath,2,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
E3SF,heath,3,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
E3C,heath,3,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
E4SF,heath,4,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
E4C,heath,4,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
E5SF,heath,5,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
E5C,heath,5,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
X1SF,ridge,1,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
X1C,ridge,1,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
X2SF,ridge,2,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
X2C,ridge,2,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
X3SF,ridge,3,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
X3C,ridge,3,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
X4SF,ridge,4,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
X4C,ridge,4,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
X5SF,ridge,5,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
X5C,ridge,5,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0,0
D1SF,meadow,1,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
D1C,meadow,1,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
D2SF,meadow,2,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
D2C,meadow,2,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
D3SF,meadow,3,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
D3C,meadow,3,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
D4SF,meadow,4,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
D4C,meadow,4,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
D5SF,meadow,5,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
D5C,meadow,5,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,21,4.761904761904762
E1SF,heath,1,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,2,0.45351473922902497
E1C,heath,1,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
E2SF,heath,2,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
E2C,heath,2,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
E3SF,heath,3,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
E3C,heath,3,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
E4SF,heath,4,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
E4C,heath,4,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
E5SF,heath,5,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
E5C,heath,5,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
X1SF,ridge,1,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
X1C,ridge,1,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
X2SF,ridge,2,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
X2C,ridge,2,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
X3SF,ridge,3,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
X3C,ridge,3,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
X4SF,ridge,4,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
X4C,ridge,4,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
X5SF,ridge,5,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
X5C,ridge,5,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,0,0
D1SF,meadow,1,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,26,5.895691609977324
D1C,meadow,1,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,21,4.761904761904762
D2SF,meadow,2,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,43,9.750566893424036
D2C,meadow,2,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,39,8.843537414965986
D3SF,meadow,3,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,15,3.4013605442176873
D3C,meadow,3,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,52,11.791383219954648
D4SF,meadow,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,1,0.22675736961451248
D4C,meadow,4,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,10,2.2675736961451247
D5SF,meadow,5,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0,0
D5C,meadow,5,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0,0
E1SF,heath,1,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0,0
E1C,heath,1,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0,0
E2SF,heath,2,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0,0
E2C,heath,2,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0,0
E3SF,heath,3,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0,0
E3C,heath,3,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0,0
E4SF,heath,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0,0
E4C,heath,4,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0,0
E5SF,heath,5,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0,0
E5C,heath,5,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0,0
X1SF,ridge,1,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0,0
X1C,ridge,1,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0,0
X2SF,ridge,2,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0,0
X2C,ridge,2,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0,0
X3SF,ridge,3,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0,0
X3C,ridge,3,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0,0
X4SF,ridge,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0,0
X4C,ridge,4,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0,0
X5SF,ridge,5,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,1,0.22675736961451248
X5C,ridge,5,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0,0
D1SF,meadow,1,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,133,30.158730158730158
D1C,meadow,1,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,65,14.73922902494331
D2SF,meadow,2,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,174,39.455782312925166
D2C,meadow,2,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,252,57.14285714285714
D3SF,meadow,3,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,355,80.49886621315193
D3C,meadow,3,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,300,68.02721088435374
D4SF,meadow,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,4,0.9070294784580499
D4C,meadow,4,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,2,0.45351473922902497
D5SF,meadow,5,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,18,4.081632653061225
D5C,meadow,5,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,166,37.641723356009074
E1SF,heath,1,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,0,0
E1C,heath,1,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,0,0
E2SF,heath,2,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,0,0
E2C,heath,2,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,0,0
E3SF,heath,3,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,0,0
E3C,heath,3,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,0,0
E4SF,heath,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,0,0
E4C,heath,4,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,0,0
E5SF,heath,5,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,0,0
E5C,heath,5,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,0,0
X1SF,ridge,1,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,0,0
X1C,ridge,1,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,0,0
X2SF,ridge,2,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,0,0
X2C,ridge,2,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,0,0
X3SF,ridge,3,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,0,0
X3C,ridge,3,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,0,0
X4SF,ridge,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,0,0
X4C,ridge,4,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,0,0
X5SF,ridge,5,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,0,0
X5C,ridge,5,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,0,0
D1SF,meadow,1,snowfence,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
D1C,meadow,1,control,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
D2SF,meadow,2,snowfence,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
D2C,meadow,2,control,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
D3SF,meadow,3,snowfence,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
D3C,meadow,3,control,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,1,0.22675736961451248
D4SF,meadow,4,snowfence,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
D4C,meadow,4,control,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,23,5.215419501133787
D5SF,meadow,5,snowfence,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
D5C,meadow,5,control,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
E1SF,heath,1,snowfence,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
E1C,heath,1,control,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
E2SF,heath,2,snowfence,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
E2C,heath,2,control,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
E3SF,heath,3,snowfence,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
E3C,heath,3,control,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
E4SF,heath,4,snowfence,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
E4C,heath,4,control,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
E5SF,heath,5,snowfence,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
E5C,heath,5,control,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
X1SF,ridge,1,snowfence,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
X1C,ridge,1,control,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
X2SF,ridge,2,snowfence,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
X2C,ridge,2,control,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
X3SF,ridge,3,snowfence,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
X3C,ridge,3,control,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
X4SF,ridge,4,snowfence,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
X4C,ridge,4,control,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
X5SF,ridge,5,snowfence,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
X5C,ridge,5,control,Vacmic,Vaccinium microcarpum,Vaccinium,Ericaceae,dS,0,0
D1SF,meadow,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,83,18.820861678004537
D1C,meadow,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,52,11.791383219954648
D2SF,meadow,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,29,6.575963718820861
D2C,meadow,2,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,1,0.22675736961451248
D3SF,meadow,3,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,2,0.45351473922902497
D3C,meadow,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,6,1.3605442176870748
D4SF,meadow,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,32,7.2562358276643995
D4C,meadow,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,11,2.494331065759637
D5SF,meadow,5,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,37,8.390022675736962
D5C,meadow,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,61,13.83219954648526
E1SF,heath,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,45,10.204081632653061
E1C,heath,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,73,16.55328798185941
E2SF,heath,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,88,19.954648526077097
E2C,heath,2,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,39,8.843537414965986
E3SF,heath,3,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,72,16.3265306122449
E3C,heath,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,26,5.895691609977324
E4SF,heath,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,240,54.421768707483
E4C,heath,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,91,20.634920634920633
E5SF,heath,5,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,77,17.46031746031746
E5C,heath,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,87,19.727891156462583
X1SF,ridge,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,22,4.988662131519274
X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,35,7.936507936507936
X2SF,ridge,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,31,7.029478458049887
X2C,ridge,2,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,29,6.575963718820861
X3SF,ridge,3,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,50,11.337868480725625
X3C,ridge,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,30,6.802721088435375
X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,53,12.01814058956916
X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,35,7.936507936507936
X5SF,ridge,5,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,35,7.936507936507936
X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,16,3.6281179138321997
D1SF,meadow,1,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,0,0
