code,plot,habitat,site,treatment,spec,species,genus,family,group,trait,trait_value
E1SF5,E1SF,heath,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,78.13962866666667
E1SF6,E1SF,heath,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,5.3
E1SF6,E1SF,heath,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.132
E1SF6,E1SF,heath,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.0595
E1SF6,E1SF,heath,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,5.43176333
E1SF6,E1SF,heath,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.4507575757575757
E1SF6,E1SF,heath,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,91.29014000000001
E1SF7,E1SF,heath,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,7.5
E1SF7,E1SF,heath,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.1361
E1SF7,E1SF,heath,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.0594
E1SF7,E1SF,heath,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,5.330509339
E1SF7,E1SF,heath,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.4364437913299045
E1SF7,E1SF,heath,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,89.73921446127946
E1SF8,E1SF,heath,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,5.8
E1SF8,E1SF,heath,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.2372
E1SF8,E1SF,heath,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.1075
E1SF8,E1SF,heath,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,8.396739336
E1SF8,E1SF,heath,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.45320404721753793
E1SF8,E1SF,heath,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,78.10920312558139
E1SF13,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,height,16.4
E1SF13,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.1106
E1SF13,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0456
E1SF13,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,5.108645912
E1SF13,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.41229656419529837
E1SF13,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,112.03170859649123
E1SF14,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,height,24.5
E1SF14,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0739
E1SF14,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0331
E1SF14,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,3.66079913
E1SF14,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.4479025710419486
E1SF14,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,110.59816102719034
E1SF15,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,height,26.4
E1SF15,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0968
E1SF15,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0405
E1SF15,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,4.16434651
E1SF15,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.41838842975206614
E1SF15,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,102.82337061728394
E1SF16,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,height,25.2
E1SF16,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0721
E1SF16,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0293
E1SF16,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,3.496193653
E1SF16,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.406380027739251
E1SF16,E1SF,heath,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,119.32401546075086
X1SF1,X1SF,ridge,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,3.3
X1SF1,X1SF,ridge,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.0445
X1SF1,X1SF,ridge,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0156
X1SF1,X1SF,ridge,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,2.695227513
X1SF1,X1SF,ridge,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.350561797752809
X1SF1,X1SF,ridge,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,172.77099442307693
X1SF2,X1SF,ridge,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,1.9
X1SF2,X1SF,ridge,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.0359
X1SF2,X1SF,ridge,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0132
X1SF2,X1SF,ridge,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,1.888974932
X1SF2,X1SF,ridge,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.36768802228412256
X1SF2,X1SF,ridge,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,143.1041615151515
X1SF3,X1SF,ridge,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,2.8
X1SF3,X1SF,ridge,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.085
X1SF3,X1SF,ridge,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.0421
X1SF3,X1SF,ridge,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,3.246498668
X1SF3,X1SF,ridge,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.4952941176470588
X1SF3,X1SF,ridge,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,77.1139826128266
X1SF4,X1SF,ridge,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,4.9
X1SF4,X1SF,ridge,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.098
X1SF4,X1SF,ridge,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.049
X1SF4,X1SF,ridge,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,3.770996329
X1SF4,X1SF,ridge,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.5
X1SF4,X1SF,ridge,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,76.95910875510204
X1SF5,X1SF,ridge,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,height,10
X1SF5,X1SF,ridge,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0958
X1SF5,X1SF,ridge,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0424
X1SF5,X1SF,ridge,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,4.85434513
X1SF5,X1SF,ridge,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.44258872651356995
X1SF5,X1SF,ridge,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,114.48927193396226
X1SF6,X1SF,ridge,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,height,9.3
X1SF6,X1SF,ridge,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0765
X1SF6,X1SF,ridge,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0344
X1SF6,X1SF,ridge,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,3.897805753
X1SF6,X1SF,ridge,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.4496732026143791
X1SF6,X1SF,ridge,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,113.30830677325582
X1SF9,X1SF,ridge,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,4.4
X1SF9,X1SF,ridge,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.0713
X1SF9,X1SF,ridge,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0307
X1SF9,X1SF,ridge,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,3.431265396
X1SF9,X1SF,ridge,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.4305750350631136
X1SF9,X1SF,ridge,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,111.76760247557003
X1SF10,X1SF,ridge,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,3.7
X1SF10,X1SF,ridge,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.0653
X1SF10,X1SF,ridge,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.0303
X1SF10,X1SF,ridge,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,2.407808733
X1SF10,X1SF,ridge,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.4640122511485452
X1SF10,X1SF,ridge,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,79.46563475247524
X1SF11,X1SF,ridge,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,height,10.6
X1SF11,X1SF,ridge,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.072
X1SF11,X1SF,ridge,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0314
X1SF11,X1SF,ridge,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,3.940439861
X1SF11,X1SF,ridge,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.4361111111111111
X1SF11,X1SF,ridge,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,125.49171531847135
X1C1,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,1.8
X1C1,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.0567
X1C1,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0234
X1C1,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,2.478884074
X1C1,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.41269841269841273
X1C1,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,105.93521683760684
X1C2,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,2.5
X1C2,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.054
X1C2,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0214
X1C2,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,2.764743503
X1C2,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.39629629629629626
X1C2,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,129.19362163551403
X1C3,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,4.6
X1C3,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.1179
X1C3,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.0548
X1C3,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,4.55063606
X1C3,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.46480067854113655
X1C3,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,83.04080401459855
X1C4,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,2.7
X1C4,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.0684
X1C4,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.0345
X1C4,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,2.95580054
X1C4,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.5043859649122807
X1C4,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,85.67537797101448
X1C7,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,height,6.6
X1C7,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0977
X1C7,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.038
X1C7,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,5.30918293
X1C7,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.3889457523029683
X1C7,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,139.7153402631579
X1C8,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,height,5.7
X1C8,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0649
X1C8,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0292
X1C8,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,3.231642569
X1C8,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.44992295839753466
X1C8,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,110.67269071917808
E2SF1,E2SF,heath,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,9.8
E2SF1,E2SF,heath,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.1196
E2SF1,E2SF,heath,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.041
E2SF1,E2SF,heath,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,4.880921851
E2SF1,E2SF,heath,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.342809364548495
E2SF1,E2SF,heath,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,119.04687441463415
E2SF2,E2SF,heath,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,7.2
E2SF2,E2SF,heath,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.0665
E2SF2,E2SF,heath,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.025
E2SF2,E2SF,heath,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,2.562432294
E2SF2,E2SF,heath,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.37593984962406013
E2SF2,E2SF,heath,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,102.49729176
E2SF5,E2SF,heath,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,5.4
E2SF5,E2SF,heath,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.1197
E2SF5,E2SF,heath,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.053
E2SF5,E2SF,heath,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,4.822858096
E2SF5,E2SF,heath,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.4427736006683375
E2SF5,E2SF,heath,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,90.99732256603774
E2SF6,E2SF,heath,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,7.4
E2SF6,E2SF,heath,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.0757
E2SF6,E2SF,heath,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.0308
E2SF6,E2SF,heath,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,3.427000243
E2SF6,E2SF,heath,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.40686922060766184
E2SF6,E2SF,heath,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,111.26624165584415
E2SF7,E2SF,heath,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,height,19.6
E2SF7,E2SF,heath,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0957
E2SF7,E2SF,heath,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.041
E2SF7,E2SF,heath,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,4.303557844
E2SF7,E2SF,heath,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.42842215256008365
E2SF7,E2SF,heath,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,104.96482546341464
E2SF8,E2SF,heath,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,height,17.3
E2SF8,E2SF,heath,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0815
E2SF8,E2SF,heath,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0345
E2SF8,E2SF,heath,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,4.444256273
E2SF8,E2SF,heath,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.4233128834355828
E2SF8,E2SF,heath,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,128.81902240579709
E2C1,E2C,heath,2,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,8.3
E2C1,E2C,heath,2,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.0724
E2C1,E2C,heath,2,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0313
E2C1,E2C,heath,2,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,3.924956021
E2C1,E2C,heath,2,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.43232044198895025
E2C1,E2C,heath,2,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,125.397955942492
E2C2,E2C,heath,2,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,4.6
E2C2,E2C,heath,2,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.0518
E2C2,E2C,heath,2,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0205
E2C2,E2C,heath,2,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,2.320066973
E2C2,E2C,heath,2,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.3957528957528958
E2C2,E2C,heath,2,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,113.17399868292682
E2C5,E2C,heath,2,control,Betnan,Betula nana,Betula,Betulaceae,dS,height,14.3
E2C5,E2C,heath,2,control,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0502
E2C5,E2C,heath,2,control,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0243
E2C5,E2C,heath,2,control,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,2.799151821
E2C5,E2C,heath,2,control,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.4840637450199203
E2C5,E2C,heath,2,control,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,115.19143296296298
E2C6,E2C,heath,2,control,Betnan,Betula nana,Betula,Betulaceae,dS,height,8.7
E2C6,E2C,heath,2,control,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0474
E2C6,E2C,heath,2,control,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0214
E2C6,E2C,heath,2,control,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,2.429080948
E2C6,E2C,heath,2,control,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.45147679324894513
E2C6,E2C,heath,2,control,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,113.5084555140187
E2C7,E2C,heath,2,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,9.4
E2C7,E2C,heath,2,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.0779
E2C7,E2C,heath,2,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.0372
E2C7,E2C,heath,2,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,3.05434873
E2C7,E2C,heath,2,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.47753530166880614
E2C7,E2C,heath,2,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,82.10614865591398
E2C8,E2C,heath,2,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,8.1
E2C8,E2C,heath,2,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.1101
E2C8,E2C,heath,2,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.0498
E2C8,E2C,heath,2,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,3.933916648
E2C8,E2C,heath,2,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.4523160762942779
E2C8,E2C,heath,2,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,78.99431020080321
D1C1,D1C,meadow,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,6.7
D1C1,D1C,meadow,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.1298
D1C1,D1C,meadow,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0505
D1C1,D1C,meadow,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,4.562463778
D1C1,D1C,meadow,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.389060092449923
D1C1,D1C,meadow,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,90.3458173861386
D1C2,D1C,meadow,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,5.2
D1C2,D1C,meadow,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.0756
D1C2,D1C,meadow,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0313
D1C2,D1C,meadow,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,3.101104766
D1C2,D1C,meadow,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.414021164021164
D1C2,D1C,meadow,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,99.07682958466454
D1C3,D1C,meadow,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,height,6.6
D1C3,D1C,meadow,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.05222
D1C3,D1C,meadow,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0187
D1C3,D1C,meadow,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,2.570944536
D1C3,D1C,meadow,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.358100344695519
D1C3,D1C,meadow,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,137.48366502673795
D1C4,D1C,meadow,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,height,5.8
D1C4,D1C,meadow,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.048
D1C4,D1C,meadow,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0216
D1C4,D1C,meadow,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,2.827987247
D1C4,D1C,meadow,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.45
D1C4,D1C,meadow,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,130.92533550925924
D1C7,D1C,meadow,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,3.6
D1C7,D1C,meadow,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.0691
D1C7,D1C,meadow,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.0314
D1C7,D1C,meadow,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,2.969653416
D1C7,D1C,meadow,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.4544138929088278
D1C7,D1C,meadow,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,94.57494955414013
D1C8,D1C,meadow,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,4.2
