code,plot,habitat,site,treatment,spec,species,genus,family,group,height,fweight,dweight,leafa,LDMC,SLA
303,D3SF,meadow,3,snowfence,Cardio,Carex dioica,Carex,Cyperaceae,G,4.5,0.0099,0.003,0.392,0.30303030303030304,130.66666666666666
304,D3SF,meadow,3,snowfence,Cardio,Carex dioica,Carex,Cyperaceae,G,3.9,0.021,0.0086,0.876,0.4095238095238095,101.86046511627907
305,D3SF,meadow,3,snowfence,Cardio,Carex dioica,Carex,Cyperaceae,G,5.8,0.0265,0.0069,0.786,0.26037735849056604,113.91304347826087
306,D3SF,meadow,3,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,7.5,0.1424,0.0458,6.81,0.32162921348314605,148.6899563318777
307,D3SF,meadow,3,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,8,0.0726,0.0237,4.283,0.3264462809917355,180.71729957805908
308,D3SF,meadow,3,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,10.1,0.1089,0.0381,6.473,0.3498622589531681,169.89501312335958
309,D3SF,meadow,3,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,9,0.1012,0.0307,3.95,0.30335968379446643,128.6644951140065
310,D3SF,meadow,3,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,10.7,0.2276,0.0728,8.746,0.31985940246045697,120.13736263736264
311,D3SF,meadow,3,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,5.2,0.0426,0.0153,1.957,0.3591549295774648,127.90849673202615
312,D3SF,meadow,3,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,2.3,0.0303,0.0066,1.216,0.21782178217821782,184.24242424242425
313,D3SF,meadow,3,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,1.6,0.0274,0.0076,1.004,0.2773722627737226,132.10526315789474
314,D3SF,meadow,3,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,3.2,0.0587,0.0185,2.322,0.31516183986371377,125.51351351351353
315,D3SF,meadow,3,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,6.9,0.0794,0.0336,2.812,0.42317380352644834,83.69047619047619
316,D3SF,meadow,3,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,3.8,0.0349,0.0141,1.302,0.40401146131805155,92.3404255319149
317,D3SF,meadow,3,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,5.5,0.0477,0.0152,1.234,0.31865828092243187,81.1842105263158
318,D3SF,meadow,3,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,15.2,0.2225,0.0779,6.92,0.3501123595505618,88.83183568677792
319,D3SF,meadow,3,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,11.6,0.1602,0.0692,4.751,0.431960049937578,68.65606936416185
320,D3SF,meadow,3,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,11.3,0.1834,0.0692,5.244,0.3773173391494002,75.78034682080924
321,D3SF,meadow,3,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,6,0.0466,0.0162,1.458,0.34763948497854075,90
322,D3SF,meadow,3,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,12.9,0.0398,0.0116,0.991,0.2914572864321608,85.43103448275862
323,D3SF,meadow,3,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,9.6,0.0688,0.025,2.009,0.36337209302325585,80.35999999999999
324,D3SF,meadow,3,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0.6,0.0507,0.0043,2.019,0.08481262327416174,469.5348837209303
325,D3SF,meadow,3,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0.5,0.065,0.0042,2.55,0.0646153846153846,607.1428571428571
326,D3SF,meadow,3,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0.8,0.0727,0.0076,NA,0.10453920220082531,NA
327,D3SF,meadow,3,snowfence,Castet,Cassiope tetragona,Cassiope,Ericaceae,eS,0.4,0.0326,0.0165,1.079,0.5061349693251534,65.39393939393939
328,D3SF,meadow,3,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,1,0.0446,0.0198,2.018,0.4439461883408072,101.9191919191919
329,D3SF,meadow,3,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,2.4,0.0579,0.0217,1.762,0.3747841105354059,81.19815668202764
330,D3SF,meadow,3,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,3.1,0.0368,0.015,1.465,0.4076086956521739,97.66666666666667
331,D3C,meadow,3,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,8.9,0.0758,0.0269,3.553,0.3548812664907651,132.0817843866171
332,D3C,meadow,3,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,11.4,0.1077,0.0409,3.405,0.37975858867223766,83.25183374083129
333,D3C,meadow,3,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,14.3,0.1504,0.0586,4.42,0.38962765957446804,75.42662116040955
334,D3C,meadow,3,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,5.7,0.0779,0.0265,5.586,0.34017971758664955,210.7924528301887
335,D3C,meadow,3,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,7.1,0.0728,0.0288,5.908,0.3956043956043956,205.13888888888891
336,D3C,meadow,3,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,7,0.0932,0.0265,3.883,0.2843347639484978,146.52830188679246
337,D3C,meadow,3,control,Cardio,Carex dioica,Carex,Cyperaceae,G,3,0.0183,0.0059,0.89,0.3224043715846994,150.84745762711864
338,D3C,meadow,3,control,Cardio,Carex dioica,Carex,Cyperaceae,G,5.5,0.033,0.0114,1.453,0.34545454545454546,127.45614035087719
339,D3C,meadow,3,control,Cardio,Carex dioica,Carex,Cyperaceae,G,2.6,0.0202,0.0074,0.924,0.3663366336633664,124.86486486486487
340,D3C,meadow,3,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,5.5,0.012,0.0051,0.588,0.42500000000000004,115.29411764705881
341,D3C,meadow,3,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,4.6,0.013,0.0056,0.612,0.4307692307692308,109.28571428571429
342,D3C,meadow,3,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,4.8,0.0102,0.0042,0.572,0.41176470588235287,136.19047619047618
343,D3C,meadow,3,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,7.4,0.1162,0.0393,4.424,0.33820998278829606,112.56997455470739
344,D3C,meadow,3,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,4.6,0.0376,0.0121,2.58,0.32180851063829785,213.22314049586777
345,D3C,meadow,3,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,9.3,0.0879,0.0272,4.515,0.30944254835039814,165.99264705882354
346,D3C,meadow,3,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,1.5,0.0253,0.0087,1.705,0.3438735177865612,195.9770114942529
347,D3C,meadow,3,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,1.7,0.0294,0.0094,1.896,0.3197278911564626,201.70212765957444
348,D3C,meadow,3,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,1.7,0.0316,0.0112,1.822,0.3544303797468354,162.67857142857144
349,D3C,meadow,3,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,2.6,0.0895,0.0319,3.749,0.3564245810055866,117.52351097178685
350,D3C,meadow,3,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,3.3,0.0961,0.0326,3.838,0.33922996878251815,117.73006134969326
351,D3C,meadow,3,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,2.1,0.0666,0.0218,2.908,0.3273273273273273,133.39449541284404
352,D3C,meadow,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,4.9,0.0256,0.0108,0.806,0.421875,74.62962962962963
353,D3C,meadow,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,5.1,0.1004,0.0408,2.655,0.4063745019920319,65.0735294117647
354,D3C,meadow,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,6.2,0.0659,0.0312,1.647,0.47344461305007585,52.78846153846154
355,D3C,meadow,3,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,6.2,0.2306,0.0619,7.067,0.2684301821335646,114.16801292407109
356,D3C,meadow,3,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,5.1,0.1217,0.0273,4.926,0.22432210353327856,180.43956043956044
357,D3C,meadow,3,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,4.6,0.0918,0.0228,3.144,0.2483660130718954,137.89473684210526
358,D3C,meadow,3,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0.4,0.0464,0.0039,1.118,0.08405172413793104,286.6666666666667
359,D3C,meadow,3,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0.4,0.0562,0.0041,2.185,0.07295373665480427,532.9268292682926
360,D3C,meadow,3,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0.5,0.0905,0.0081,2.32,0.08950276243093923,286.41975308641975
361,D4SF,meadow,4,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,5.8,0.1424,0.0499,6.8,0.35042134831460675,136.27254509018036
362,D4SF,meadow,4,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,7.4,0.1106,0.0414,6.206,0.37432188065099453,149.9033816425121
363,D4SF,meadow,4,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,5.8,0.0888,0.033,6.825,0.3716216216216216,206.8181818181818
364,D4SF,meadow,4,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,3.8,0.0537,0.0155,NA,0.28864059590316576,NA
365,D4SF,meadow,4,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,5.1,0.0883,0.0364,3.913,0.41223103057757643,107.49999999999999
366,D4SF,meadow,4,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,8,0.1184,0.0421,5.715,0.3555743243243243,135.7482185273159
367,D4SF,meadow,4,snowfence,Cardio,Carex dioica,Carex,Cyperaceae,G,7.4,0.0335,0.0142,1.986,0.42388059701492536,139.85915492957744
368,D4SF,meadow,4,snowfence,Cardio,Carex dioica,Carex,Cyperaceae,G,5.6,0.0241,0.0087,0.892,0.36099585062240663,102.52873563218391
369,D4SF,meadow,4,snowfence,Cardio,Carex dioica,Carex,Cyperaceae,G,9.1,0.0698,0.0265,2.234,0.3796561604584527,84.30188679245283
370,D4SF,meadow,4,snowfence,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,3.3,0.096,0.0321,4.982,0.334375,155.20249221183803
371,D4SF,meadow,4,snowfence,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,2.5,0.1676,0.0628,6.912,0.37470167064439136,110.06369426751593
372,D4SF,meadow,4,snowfence,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,4.4,0.3172,0.1169,10.914,0.36853720050441363,93.36184773310521
373,D4SF,meadow,4,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,25.5,0.628,0.2609,22.716,0.4154458598726115,87.06784208509006
374,D4SF,meadow,4,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,12.5,0.3117,0.1266,12.66,0.4061597690086622,100.00000000000001
375,D4SF,meadow,4,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,23,0.2998,0.1302,12.513,0.4342895263509006,96.10599078341014
376,D4SF,meadow,4,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,10.5,0.2229,0.0677,7.708,0.30372364288918796,113.8552437223043
377,D4SF,meadow,4,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,5.8,0.0743,0.0224,2.578,0.30148048452220727,115.08928571428571
378,D4SF,meadow,4,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,8.7,0.0769,0.023,3.222,0.29908972691807545,140.08695652173913
379,D4SF,meadow,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,9.2,0.3921,0.0818,11.278,0.20862024993624076,137.87286063569684
380,D4SF,meadow,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,6.4,0.0896,0.0221,3.468,0.24665178571428573,156.9230769230769
381,D4SF,meadow,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,6,0.1215,0.0318,3.45,0.2617283950617284,108.49056603773585
382,D4SF,meadow,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,3.2,0.0811,0.0295,4.001,0.3637484586929716,135.62711864406782
383,D4SF,meadow,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,5,0.1276,0.0538,5.945,0.4216300940438872,110.50185873605949
384,D4SF,meadow,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,2.8,0.088,0.0343,4.383,0.38977272727272727,127.78425655976677
385,D4SF,meadow,4,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,3,0.0294,0.012,0.832,0.40816326530612246,69.33333333333333
386,D4SF,meadow,4,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,3.7,0.0406,0.0124,1.182,0.3054187192118227,95.3225806451613
387,D4SF,meadow,4,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,5.1,0.0646,0.0252,1.598,0.3900928792569659,63.41269841269842
388,D4SF,meadow,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,16,0.3233,0.1194,8.569,0.3693164243736468,71.76716917922948
389,D4SF,meadow,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,19,0.1698,0.0634,6.26,0.37338044758539457,98.73817034700315
390,D4SF,meadow,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,13.5,0.2139,0.0747,5.752,0.3492286115007013,77.00133868808567
391,D4SF,meadow,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0.6,0.0931,0.006,1.726,0.0644468313641246,287.66666666666663
392,D4SF,meadow,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0.5,0.2459,0.0216,6.156,0.08784058560390402,284.99999999999994
393,D4SF,meadow,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0.5,0.1352,0.011,4.744,0.08136094674556213,431.27272727272725
394,D4SF,meadow,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,2.2,0.0437,0.0139,1.997,0.3180778032036613,143.66906474820146
395,D4SF,meadow,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,1.8,0.0421,0.0119,1.654,0.28266033254156775,138.99159663865544
396,D4SF,meadow,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,1.7,0.0302,0.0103,1.264,0.3410596026490066,122.71844660194175
397,D4SF,meadow,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,3.9,0.0741,0.0346,2.649,0.46693657219973006,76.5606936416185
398,D4SF,meadow,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,4.2,0.0386,0.0109,0.749,0.2823834196891192,68.71559633027523
399,D4SF,meadow,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,0.8,0.0259,0.0074,0.757,0.28571428571428575,102.29729729729729
400,D4C,meadow,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,8.2,0.0552,0.0213,NA,0.3858695652173913,NA
401,D4C,meadow,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,7.1,0.1708,0.0655,10.488,0.3834894613583138,160.12213740458014
402,D4C,meadow,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,4.8,0.1063,0.0404,7.117,0.38005644402634053,176.16336633663366
403,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,6.3,0.0359,0.0158,1.941,0.4401114206128134,122.84810126582278
404,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,5.7,0.053900000000000003,0.0207,2.701,0.38404452690166974,130.4830917874396
405,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,4.6,0.0335,0.0131,1.573,0.39104477611940297,120.07633587786259
406,D4C,meadow,4,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,9.5,0.1706,0.0668,8.123,0.39155920281359907,121.60179640718562
407,D4C,meadow,4,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,9.8,0.0653,0.0246,4.999,0.37672281776416544,203.21138211382112
408,D4C,meadow,4,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,7.5,0.0593,0.021,4.217,0.35413153456998314,200.80952380952377
409,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,11,0.0472,0.0201,2.09,0.4258474576271187,103.98009950248756
410,D4C,meadow,4,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,12.6,0.2429,0.0958,7.857,0.3944009880609304,82.01461377870564
411,D4C,meadow,4,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,15.8,0.1999,0.0807,7.804,0.40370185092546274,96.70384138785627
412,D4C,meadow,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,3.5,0.1643,0.0728,7.21,0.4430919050517346,99.03846153846153
413,D4C,meadow,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,3,0.0555,0.0246,3.174,0.44324324324324327,129.02439024390245
414,D4C,meadow,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,2.4,0.0547,0.0244,2.967,0.4460694698354662,121.59836065573771
415,D4C,meadow,4,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,2.1,0.0543,0.0232,1.897,0.42725598526703495,81.76724137931035
416,D4C,meadow,4,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,2.1,0.0617,0.0293,2.162,0.47487844408427876,73.78839590443685
417,D4C,meadow,4,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,4,0.0619,0.0289,3.972,0.4668820678513732,137.43944636678202
418,D4C,meadow,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,10.2,0.1617,0.0411,5.163,0.2541743970315399,125.6204379562044
419,D4C,meadow,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,11.4,0.2385,0.0615,6.608,0.2578616352201258,107.4471544715447
420,D4C,meadow,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,6.8,0.2469,0.055,8.388,0.2227622519238558,152.5090909090909
421,D4C,meadow,4,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,4.1,0.2345,0.0826,8.699,0.3522388059701493,105.31476997578692
422,D4C,meadow,4,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,3.2,0.2274,0.0828,7.949,0.3641160949868074,96.0024154589372
423,D4C,meadow,4,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,3.3,0.1544,0.0561,5.493,0.36334196891191706,97.9144385026738
424,D4C,meadow,4,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0.8,0.1293,0.0073,4.367,0.05645784996133024,598.2191780821918
425,D4C,meadow,4,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,1.2,0.2356,0.0193,8.578,0.08191850594227505,444.4559585492227
426,D4C,meadow,4,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0.8,0.2948,0.0196,13.636,0.06648575305291723,695.7142857142857
427,D4C,meadow,4,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,13.8,0.2444,0.0957,11.951,0.3915711947626841,124.87983281086731
428,D4C,meadow,4,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,14.4,0.3872,0.1641,15.251,0.4238119834710744,92.93723339427179
429,D4C,meadow,4,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,20.2,0.3765,0.1435,15.033,0.38114209827357237,104.75958188153311
430,D4C,meadow,4,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,2.1,0.0742,0.0297,2.951,0.4002695417789757,99.36026936026936
431,D4C,meadow,4,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,5.8,0.0852,0.0356,2.827,0.41784037558685444,79.41011235955057
432,D4C,meadow,4,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,3.8,0.1238,0.0545,4.147,0.44022617124394187,76.09174311926606
433,D4C,meadow,4,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,2,0.0415,0.0141,1.711,0.3397590361445783,121.34751773049646
434,D4C,meadow,4,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,2,0.0702,0.0242,1.956,0.34472934472934474,80.82644628099173
435,D4C,meadow,4,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,1.8,0.0813,0.0275,2.952,0.33825338253382536,107.34545454545454
436,D4C,meadow,4,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,8.6,0.07,0.023,3.503,0.3285714285714285,152.30434782608697
437,D4C,meadow,4,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,13.1,0.2103,0.0709,7.945,0.3371374227294342,112.0592383638928
438,D4C,meadow,4,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,9.2,0.1631,0.0506,6.904,0.3102391171060699,136.44268774703556
439,D5SF,meadow,5,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,21.5,0.3969,0.1595,16.469,0.40186444948349714,103.25391849529781
440,D5SF,meadow,5,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,56,0.4099,0.159,14.396,0.38789948767992194,90.54088050314466
441,D5SF,meadow,5,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,48,1.202,0.4679,39.795,0.3892678868552413,85.05022440692456
442,D5SF,meadow,5,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,44,0.273,0.1094,11.498,0.4007326007326007,105.10054844606947
443,D5SF,meadow,5,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,26,0.2444,0.0994,11.475,0.4067103109656301,115.44265593561367
444,D5SF,meadow,5,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,28,0.4202,0.1861,18.335,0.4428843407900999,98.52229983879636
445,D5SF,meadow,5,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,3.5,0.2582,0.0655,8.329,0.25367931835786217,127.16030534351145
446,D5SF,meadow,5,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,9.2,0.5755,0.1394,14.351,0.24222415291051258,102.94835007173602
447,D5SF,meadow,5,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,11.2,0.4931,0.1282,14.389,0.25998783208274184,112.23868954758188
448,D5SF,meadow,5,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,6.8,0.0675,0.032,2.562,0.47407407407407404,80.0625
449,D5SF,meadow,5,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,14,0.1045,0.036,6.604,0.34449760765550236,183.44444444444446
450,D5SF,meadow,5,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,14,0.0942,0.0311,3.92,0.33014861995753714,126.04501607717042
451,D5SF,meadow,5,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,6.8,0.1349,0.0543,5.862,0.40252038547071906,107.95580110497238
452,D5SF,meadow,5,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,5.7,0.1711,0.0647,7.621,0.37814143775569836,117.78979907264299
453,D5SF,meadow,5,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,7.9,0.0919,0.035,5.328,0.38084874863982593,152.22857142857143
454,D5SF,meadow,5,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,3.7,0.0736,0.0285,3.332,0.38722826086956524,116.91228070175438
455,D5SF,meadow,5,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,4.2,0.0899,0.0332,3.914,0.36929922135706345,117.89156626506025
456,D5SF,meadow,5,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,2.1,0.0807,0.0316,6.743,0.39157372986369277,213.38607594936707
457,D5SF,meadow,5,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,10.2,0.3122,0.0969,12.25,0.31037796284433056,126.41898864809082
458,D5SF,meadow,5,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,11.2,0.1982,0.0672,6.725,0.33905146316851664,100.07440476190476
459,D5SF,meadow,5,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,14.7,0.3038,0.0992,10.865,0.32653061224489793,109.52620967741936
460,D5SF,meadow,5,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,5.1,0.0493,0.0205,1.539,0.41582150101419885,75.07317073170731
461,D5SF,meadow,5,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,5.3,0.0361,0.0121,2.086,0.335180055401662,172.39669421487602
462,D5SF,meadow,5,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,5.6,0.0549,0.0207,1.683,0.3770491803278689,81.30434782608695
463,D5SF,meadow,5,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,5.6,0.5451,0.1762,20.651,0.32324344157035406,117.20204313280364
464,D5SF,meadow,5,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,5.7,0.5099,0.1719,19.019,0.3371249264561679,110.63990692262942
465,D5SF,meadow,5,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,4.7,0.2091,0.0865,8.842,0.41367766618842655,102.21965317919077
466,D5SF,meadow,5,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,6.8,0.1681,0.0665,6.129,0.3955978584176086,92.16541353383458
467,D5SF,meadow,5,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,4.7,0.1726,0.066,5.528,0.3823870220162225,83.75757575757575
468,D5SF,meadow,5,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,2.2,0.1005,0.0416,4.001,0.41393034825870645,96.17788461538463
469,D5SF,meadow,5,snowfence,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,2.9,0.0517,0.0132,2.889,0.2553191489361702,218.86363636363635
470,D5SF,meadow,5,snowfence,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,3.9,0.0664,0.0157,4.109,0.2364457831325301,261.71974522292993
471,D5SF,meadow,5,snowfence,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,5.4,0.0935,0.0219,4.849,0.23422459893048128,221.41552511415526
472,D5SF,meadow,5,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,9.8,0.1049,0.0246,4.459,0.23450905624404197,181.260162601626
